User_Id,Age,Gender,City,Device_Type,Avg_Session_Time,Pages_Visited,Course_Category,Subscription_Type,Last_Activity_Days,Email_Click_Rate,Previous_Purchases,Support_Tickets,Satisfaction_Score,Churn
5032,41,Male,Bangalore,Desktop,15.57,3,Design,Free,16,0.26,0,4,4,0
5033,32,Female,Mumbai,Mobile,20.79,9,Business,Basic,41,0.65,9,1,2,0
5034,48,Male,Chennai,Desktop,15.63,3,Business,Free,47,0.04,8,0,2,1
5035,26,Other,Chennai,Desktop,28.58,1,Web Dev,Free,4,0.75,6,1,1,0
5036,56,Other,Bangalore,Mobile,3.9,2,AI/ML,Basic,31,0.16,7,3,3,0
5037,19,Female,Mumbai,Mobile,24.16,15,Data Science,Premium,28,0.23,9,2,3,0
5038,25,Other,Delhi,Mobile,10.7,11,Data Science,Free,28,0,1,4,3,0
5039,24,Other,Mumbai,Tablet,11.95,8,Web Dev,Basic,41,0.31,5,4,5,0
5040,56,Male,Chennai,Desktop,21.56,16,Web Dev,Premium,2,0.39,8,3,4,1
5041,59,Other,Chennai,Desktop,27.95,17,Business,Premium,50,0.23,0,1,4,0
5042,33,Male,Hyderabad,Mobile,21.77,3,Business,Premium,3,0.23,4,4,4,0
5043,52,Male,Chennai,Tablet,23.5,8,AI/ML,Premium,43,0.89,7,2,2,0
5044,47,Female,Hyderabad,Mobile,22.77,7,Business,Free,24,0.33,3,0,5,0
5045,27,Male,Chennai,Desktop,10.31,3,Data Science,Free,58,0.72,0,4,3,1
5046,55,Other,Chennai,Tablet,22.95,7,Data Science,Free,21,0.24,6,3,1,0
5047,35,Male,Delhi,Tablet,23.75,5,Business,Premium,41,0.81,0,3,3,0
5048,22,Male,Hyderabad,Desktop,16.47,1,Data Science,Free,10,0.68,6,2,2,0
5049,46,Female,Hyderabad,Tablet,16.57,5,Data Science,Basic,7,0.76,9,3,4,1
5050,56,Other,Chennai,Tablet,23.03,3,Data Science,Premium,26,0.44,6,1,1,0
5051,51,Other,Hyderabad,Mobile,24.69,18,Data Science,Basic,43,0.88,6,4,2,0
5052,40,Other,Chennai,Tablet,10.78,19,Design,Premium,45,0.37,4,4,1,0
5053,22,Male,Chennai,Mobile,24.25,10,Web Dev,Basic,52,0.6,3,4,5,0
5054,47,Other,Mumbai,Tablet,24.61,4,AI/ML,Basic,21,0.64,3,1,1,0
5055,23,Other,Hyderabad,Mobile,7.79,13,Design,Basic,2,0.95,0,1,1,1
5056,21,Male,Bangalore,Mobile,21.79,1,AI/ML,Free,26,0.13,1,4,2,1
5057,46,Female,Hyderabad,Tablet,6.41,4,Design,Free,10,0.14,6,4,1,1
5058,40,Female,Hyderabad,Mobile,3.7,9,Design,Premium,26,0.46,7,3,2,1
5059,23,Male,Delhi,Desktop,17.66,17,AI/ML,Free,6,0.92,7,0,4,0
5060,49,Female,Bangalore,Desktop,27.35,11,Web Dev,Free,59,0.02,8,1,2,0
5061,59,Female,Bangalore,Tablet,2.03,7,Business,Free,26,0.28,6,3,4,1
5062,35,Female,Delhi,Tablet,24.97,7,Design,Premium,46,0.28,0,4,5,0
5063,32,Other,Delhi,Tablet,15.69,13,Web Dev,Premium,10,0.3,7,4,3,1
5064,57,Female,Hyderabad,Desktop,25.97,19,Business,Free,56,0.02,6,4,4,1
5065,49,Other,Mumbai,Tablet,25.46,17,AI/ML,Premium,24,0.83,1,0,5,0
5066,26,Female,Delhi,Tablet,26.38,18,Design,Premium,38,0.01,5,1,4,1
5067,54,Other,Bangalore,Mobile,23.3,13,Business,Premium,50,0.48,2,4,1,1
5068,27,Male,Bangalore,Tablet,25.45,17,Web Dev,Free,15,0.06,4,3,3,0
5069,37,Male,Hyderabad,Desktop,6.1,18,Business,Free,20,0.8,5,2,5,0
5070,23,Female,Mumbai,Desktop,9.81,2,AI/ML,Basic,25,0.75,5,2,5,0
5071,20,Other,Chennai,Tablet,8.03,19,Business,Basic,56,0.72,7,0,1,0
5072,59,Male,Delhi,Desktop,22.53,15,Data Science,Basic,26,0.74,7,1,4,0
5073,28,Male,Delhi,Mobile,5.46,9,Design,Premium,56,0.94,8,1,5,0
5074,34,Male,Hyderabad,Mobile,6.28,14,Web Dev,Basic,50,0.42,0,0,4,0
5075,49,Male,Mumbai,Tablet,26.49,19,Web Dev,Basic,44,0.86,3,2,4,0
5076,21,Female,Bangalore,Tablet,21.47,8,Design,Premium,52,0.18,9,2,1,0
5077,21,Other,Bangalore,Mobile,26.39,12,Design,Premium,16,0.45,0,4,4,1
5078,34,Male,Chennai,Mobile,5.04,17,Data Science,Free,30,0.01,5,3,3,0
5079,58,Female,Bangalore,Tablet,12.57,12,Data Science,Basic,13,0.28,2,4,1,0
5080,36,Male,Delhi,Desktop,9.21,15,Web Dev,Free,22,0.46,4,1,1,1
5081,22,Male,Chennai,Tablet,1.28,5,Business,Premium,1,0.91,9,4,2,0
5082,49,Male,Mumbai,Tablet,9.25,2,Design,Basic,25,0.32,8,1,3,0
5083,39,Male,Chennai,Tablet,12.01,18,Data Science,Basic,25,0.67,2,4,5,1
5084,23,Female,Mumbai,Tablet,3.67,3,Data Science,Basic,21,0.83,1,3,4,1
5085,52,Other,Bangalore,Tablet,17.43,5,Data Science,Free,41,0.33,7,4,4,0
5086,39,Female,Hyderabad,Tablet,12.11,2,Business,Basic,27,0.17,6,4,1,0
5087,18,Female,Chennai,Tablet,2.35,9,Web Dev,Free,5,0.59,0,4,4,0
5088,37,Female,Chennai,Desktop,21.42,5,Web Dev,Free,47,0.28,8,1,3,0
5089,39,Male,Delhi,Tablet,22.15,17,Data Science,Premium,38,0.65,9,4,5,1
5090,28,Other,Delhi,Mobile,25.2,15,Business,Basic,18,0.13,9,2,4,0
5091,30,Male,Mumbai,Tablet,15.08,13,Business,Free,55,0.15,3,2,1,1
5092,59,Female,Hyderabad,Desktop,29.09,9,Web Dev,Basic,20,0.68,5,3,3,0
5093,20,Male,Delhi,Mobile,27.51,2,Design,Basic,41,0.97,6,0,5,1
5094,26,Other,Delhi,Tablet,16.99,2,Data Science,Premium,19,0.25,7,4,3,0
5095,29,Other,Bangalore,Tablet,13.9,11,Business,Free,30,0.71,3,4,3,1
5096,40,Male,Bangalore,Mobile,1.09,3,Design,Free,26,0.53,8,1,3,0
5097,31,Female,Delhi,Tablet,21.62,3,AI/ML,Premium,14,0.84,9,0,4,0
5098,50,Male,Mumbai,Desktop,17.38,10,Data Science,Free,43,0.39,0,0,3,0
5099,35,Female,Hyderabad,Tablet,28.19,2,AI/ML,Free,56,0.97,7,4,4,1
5100,58,Other,Delhi,Desktop,18.23,1,Web Dev,Free,30,0.08,8,4,3,0
5101,26,Male,Mumbai,Tablet,29.79,6,Web Dev,Premium,8,0.98,3,4,5,0
5102,40,Other,Mumbai,Mobile,25.76,6,Web Dev,Free,49,0.85,4,0,1,0
5103,27,Female,Delhi,Desktop,28.65,11,Business,Basic,16,0.87,1,2,4,0
5104,36,Female,Mumbai,Tablet,10.5,16,Business,Premium,18,0.84,4,1,1,1
5105,22,Male,Chennai,Tablet,5.33,1,Design,Premium,31,0.86,2,2,5,1
5106,40,Male,Mumbai,Mobile,24.11,5,AI/ML,Premium,9,0.82,8,4,1,1
5107,47,Male,Delhi,Mobile,23.8,10,Web Dev,Free,39,0.9,4,0,3,0
5108,42,Other,Mumbai,Desktop,7.13,6,Web Dev,Premium,51,0.46,4,2,5,0
5109,45,Female,Delhi,Desktop,23.18,11,Business,Free,4,0.94,6,0,4,0
5110,51,Female,Bangalore,Desktop,17.88,16,Business,Basic,12,0.38,8,4,5,0
5111,42,Other,Delhi,Tablet,4.18,13,Business,Premium,52,0.73,4,2,4,1
5112,27,Male,Mumbai,Tablet,15.55,12,Data Science,Premium,26,0.71,9,0,3,0
5113,31,Male,Delhi,Desktop,28,18,AI/ML,Premium,1,0.82,8,3,2,1
5114,59,Other,Hyderabad,Tablet,15.69,13,AI/ML,Basic,0,0.74,6,2,3,0
5115,47,Female,Delhi,Mobile,23.87,5,Data Science,Free,7,0.04,5,1,3,0
5116,58,Female,Delhi,Tablet,1.84,13,Web Dev,Premium,9,0.74,9,0,1,0
5117,42,Female,Hyderabad,Desktop,22.11,13,Design,Basic,27,0.02,5,4,2,0
5118,31,Female,Hyderabad,Tablet,28.46,19,Design,Free,4,0.53,3,4,5,1
5119,52,Other,Hyderabad,Mobile,15.49,19,Web Dev,Premium,49,0.84,9,2,2,0
5120,51,Female,Chennai,Desktop,10.79,13,Design,Free,54,0.83,8,4,3,0
5121,27,Other,Delhi,Desktop,19.75,11,Business,Premium,1,0.84,8,3,1,0
5122,52,Male,Hyderabad,Desktop,27.57,16,AI/ML,Basic,53,0.6,2,1,2,0
5123,28,Other,Hyderabad,Desktop,6.13,14,Business,Free,40,0.18,3,2,5,1
5124,28,Female,Bangalore,Tablet,12.71,10,Design,Basic,47,0.51,0,2,2,0
5125,38,Male,Chennai,Mobile,5.53,2,Design,Premium,51,0.52,8,4,4,0
5126,38,Other,Delhi,Tablet,15.4,8,AI/ML,Basic,52,0.32,5,0,4,0
5127,39,Other,Mumbai,Tablet,16.67,8,Business,Free,16,0.42,2,4,5,0
5128,24,Other,Chennai,Desktop,28.38,14,AI/ML,Free,47,0.87,1,0,2,0
5129,34,Male,Chennai,Mobile,12.96,14,Design,Premium,32,0.52,7,4,1,1
5130,19,Other,Bangalore,Tablet,17.44,18,AI/ML,Free,24,0.7,5,0,5,1
5131,29,Female,Delhi,Mobile,26.67,15,AI/ML,Premium,4,0.5,2,0,3,1
5132,59,Male,Delhi,Mobile,10.32,16,Design,Basic,27,0.62,2,3,3,0
5133,35,Male,Hyderabad,Mobile,20.55,14,AI/ML,Basic,58,0.09,7,3,5,1
5134,28,Other,Hyderabad,Mobile,22.96,10,Business,Basic,50,0.93,0,3,3,1
5135,33,Female,Chennai,Tablet,10.59,2,Design,Premium,17,0.44,2,4,4,1
5136,35,Male,Bangalore,Mobile,5.77,5,AI/ML,Basic,57,0.75,4,1,1,0
5137,52,Other,Delhi,Tablet,15.58,3,Web Dev,Premium,22,0.67,4,3,1,1
5138,43,Female,Bangalore,Mobile,11.35,7,Business,Basic,51,0.8,7,2,1,0
5139,33,Other,Mumbai,Mobile,8.73,12,Business,Basic,34,0.03,5,1,2,0
5140,23,Other,Delhi,Tablet,29.23,10,Business,Free,17,0.94,2,2,5,0
5141,59,Male,Hyderabad,Desktop,15.56,11,Data Science,Basic,10,0.83,3,3,3,0
5142,29,Male,Chennai,Tablet,25.84,17,Design,Basic,42,0.83,3,2,2,0
5143,30,Other,Bangalore,Mobile,6.66,4,Data Science,Premium,42,0.47,5,4,3,0
5144,21,Male,Hyderabad,Tablet,28.24,6,AI/ML,Free,9,0.8,8,2,5,1
5145,56,Male,Chennai,Mobile,24.04,7,Design,Premium,9,0.58,7,1,3,0
5146,19,Female,Hyderabad,Tablet,24.45,5,Business,Basic,35,0.5,6,3,2,0
5147,43,Female,Delhi,Tablet,12.3,6,Business,Basic,8,0.78,8,2,2,1
5148,44,Other,Bangalore,Tablet,15.08,17,Business,Free,41,0.63,8,2,2,0
5149,44,Other,Mumbai,Desktop,18.21,14,Business,Basic,12,0.08,5,2,1,0
5150,32,Other,Hyderabad,Tablet,23.9,11,AI/ML,Premium,22,0.31,8,2,4,1
5151,25,Other,Bangalore,Tablet,25.62,5,Web Dev,Premium,0,0.62,7,1,2,1
5152,24,Female,Delhi,Desktop,3.26,2,Design,Free,15,0.9,9,0,4,0
5153,57,Male,Hyderabad,Desktop,27.22,14,Web Dev,Basic,18,0.93,2,4,2,0
5154,29,Female,Delhi,Mobile,28.19,16,Design,Free,11,0.84,5,3,3,0
5155,30,Other,Mumbai,Mobile,18.19,2,Business,Basic,4,0.25,3,0,5,0
5156,34,Other,Mumbai,Tablet,6.42,17,Data Science,Basic,54,0.47,2,4,2,0
5157,34,Female,Chennai,Mobile,24.73,16,AI/ML,Basic,4,0.43,9,2,1,1
5158,53,Female,Chennai,Tablet,16.91,9,Design,Premium,56,0.44,4,0,2,0
5159,38,Other,Chennai,Desktop,24.7,9,Business,Free,6,0.05,7,4,3,0
5160,25,Male,Delhi,Desktop,24.63,5,Data Science,Premium,43,0.17,6,4,3,1
5161,22,Other,Chennai,Tablet,3.52,4,Business,Premium,13,0.15,9,0,3,0
5162,43,Female,Bangalore,Mobile,18.6,7,AI/ML,Premium,32,0.62,6,2,3,0
5163,33,Other,Delhi,Mobile,15.01,5,Data Science,Free,5,0.41,9,2,2,0
5164,53,Other,Delhi,Mobile,28.44,3,Design,Premium,17,0.32,1,3,4,1
5165,45,Male,Chennai,Tablet,9.6,8,Design,Premium,5,0.44,6,4,3,0
5166,46,Other,Chennai,Mobile,6.97,16,Design,Basic,50,0.32,0,3,3,1
5167,29,Other,Delhi,Desktop,27.02,6,Design,Basic,29,0.76,5,2,2,0
5168,54,Other,Mumbai,Desktop,5.31,9,Data Science,Premium,11,0.17,9,4,5,0
5169,47,Female,Mumbai,Desktop,20.91,18,AI/ML,Free,49,0.06,6,3,1,0
5170,40,Female,Chennai,Desktop,9.7,11,Data Science,Premium,34,0.65,9,3,1,0
5171,33,Male,Mumbai,Desktop,17.47,19,Design,Free,10,0.23,1,3,1,0
5172,31,Other,Bangalore,Desktop,18.87,7,AI/ML,Basic,57,0.64,7,4,5,1
5173,27,Female,Bangalore,Desktop,13.1,10,Web Dev,Free,3,0.06,7,1,2,1
5174,24,Male,Bangalore,Desktop,29.27,5,Web Dev,Premium,12,0.25,5,1,5,1
5175,54,Other,Delhi,Desktop,4.82,7,Data Science,Basic,0,0.15,6,2,3,0
5176,46,Male,Delhi,Tablet,12.35,6,Design,Free,51,0.29,4,4,2,1
5177,20,Male,Delhi,Tablet,13.48,18,Web Dev,Premium,37,0.33,4,4,2,0
5178,32,Male,Delhi,Desktop,19.3,15,Web Dev,Premium,52,0.5,7,0,1,1
5179,53,Male,Delhi,Desktop,12.81,10,Business,Free,28,0.52,1,3,3,1
5180,36,Male,Chennai,Desktop,3.81,6,Business,Free,13,0.63,3,2,4,0
5181,30,Male,Mumbai,Mobile,28.48,1,AI/ML,Free,20,0.33,6,4,2,0
5182,59,Male,Chennai,Tablet,13.07,10,AI/ML,Premium,40,0.53,7,0,2,0
5183,38,Other,Mumbai,Desktop,10.94,15,Design,Basic,30,0.99,3,0,2,0
5184,54,Other,Chennai,Tablet,13.95,14,Web Dev,Basic,40,0.21,9,4,4,1
5185,44,Male,Bangalore,Desktop,7.28,16,Data Science,Premium,56,0.15,5,2,1,0
5186,46,Other,Hyderabad,Mobile,3.91,5,Data Science,Free,6,0.84,9,2,3,0
5187,37,Male,Delhi,Desktop,5.31,14,Business,Premium,14,0.41,2,1,4,0
5188,42,Other,Hyderabad,Tablet,5.83,16,AI/ML,Premium,41,0.85,6,1,2,0
5189,23,Female,Hyderabad,Tablet,6.73,14,Design,Premium,8,0.42,1,2,1,1
5190,53,Male,Bangalore,Tablet,13.18,7,Business,Premium,28,0.02,0,0,3,0
5191,19,Female,Hyderabad,Tablet,19.09,19,Business,Basic,59,0.37,9,1,5,0
5192,39,Male,Hyderabad,Desktop,19.24,4,Design,Free,55,0.61,4,0,1,0
5193,49,Male,Bangalore,Mobile,1,18,Design,Premium,23,0.45,9,1,3,0
5194,33,Female,Mumbai,Mobile,27.71,15,Web Dev,Premium,14,0.46,3,0,2,1
5195,35,Female,Chennai,Desktop,24.86,17,Design,Free,20,1,4,3,3,1
5196,22,Female,Hyderabad,Desktop,28.95,1,Design,Free,40,0.54,8,4,2,1
5197,53,Male,Delhi,Tablet,11.44,15,Business,Premium,23,0.7,0,2,1,0
5198,47,Female,Bangalore,Desktop,20.28,16,Business,Premium,6,0.72,7,3,5,0
5199,36,Female,Hyderabad,Mobile,5.87,11,Data Science,Free,23,0,2,2,1,0
5200,40,Other,Mumbai,Desktop,24.69,9,Data Science,Free,56,0.55,6,0,2,0
5201,51,Other,Mumbai,Desktop,5.68,17,Data Science,Basic,22,0.96,2,1,4,0
5202,30,Female,Delhi,Mobile,10.45,15,Design,Premium,24,0.75,4,1,1,1
5203,46,Female,Hyderabad,Mobile,15.23,8,Web Dev,Free,7,0.34,6,1,5,1
5204,53,Female,Delhi,Desktop,18.24,18,Business,Free,33,0.36,5,4,4,0
5205,39,Female,Mumbai,Tablet,17.23,8,AI/ML,Basic,34,0.3,1,4,4,0
5206,53,Other,Mumbai,Tablet,3.96,3,Web Dev,Basic,53,0.63,2,2,2,0
5207,26,Male,Chennai,Tablet,13.23,19,AI/ML,Free,21,0.1,8,1,3,1
5208,56,Female,Mumbai,Mobile,27.76,14,Design,Premium,54,0.29,5,3,5,0
5209,36,Female,Bangalore,Mobile,26.3,2,AI/ML,Premium,33,0.5,1,2,2,0
5210,55,Other,Chennai,Tablet,18.13,1,Data Science,Premium,27,0.54,4,4,5,0
5211,23,Female,Delhi,Desktop,17.6,5,Business,Basic,0,0.61,9,4,3,0
5212,32,Female,Mumbai,Desktop,4.24,17,Web Dev,Free,58,0.8,8,1,2,0
5213,37,Other,Bangalore,Desktop,6.81,1,Data Science,Free,43,0.16,3,4,1,1
5214,26,Female,Chennai,Mobile,8.33,16,Business,Basic,36,0.23,1,0,1,1
5215,49,Female,Bangalore,Mobile,15.16,3,Data Science,Premium,29,0.87,1,4,4,0
5216,21,Other,Chennai,Tablet,22.21,10,Web Dev,Free,58,0.83,9,1,3,0
5217,35,Male,Chennai,Desktop,14.36,19,Design,Premium,49,0.82,3,2,2,0
5218,22,Female,Chennai,Mobile,4.66,11,AI/ML,Free,24,0.21,6,4,3,0
5219,37,Female,Delhi,Mobile,13.74,3,Design,Basic,50,0.06,4,3,3,0
5220,40,Male,Chennai,Tablet,5.72,2,AI/ML,Basic,59,0.52,6,3,1,0
5221,28,Other,Chennai,Desktop,22.78,3,AI/ML,Premium,1,0.87,3,0,2,0
5222,54,Male,Bangalore,Mobile,5.83,15,Web Dev,Basic,27,0.24,0,2,4,1
5223,39,Female,Chennai,Mobile,14.99,9,Web Dev,Free,47,0.9,3,0,2,1
5224,21,Male,Delhi,Mobile,21.11,15,Design,Basic,27,0.14,4,0,1,1
5225,46,Other,Bangalore,Mobile,7.62,2,Business,Premium,22,0.3,5,1,4,0
5226,51,Female,Chennai,Desktop,3.2,6,Business,Basic,37,0.3,3,1,4,0
5227,30,Other,Bangalore,Tablet,17.34,5,Design,Free,23,0.15,6,1,5,0
5228,59,Other,Delhi,Desktop,2.57,6,AI/ML,Basic,56,0.87,3,3,2,0
5229,26,Male,Bangalore,Tablet,18.05,5,Web Dev,Free,34,0.41,3,4,5,0
5230,59,Male,Delhi,Mobile,22.85,12,Design,Premium,7,0.19,5,2,1,0
5231,48,Other,Mumbai,Desktop,10.55,4,Business,Free,35,0.15,0,1,2,0
5232,24,Other,Chennai,Tablet,15.16,14,AI/ML,Basic,17,0.42,8,2,2,0
5233,21,Female,Delhi,Tablet,27.93,14,Business,Basic,19,0.02,5,0,2,0
5234,36,Other,Chennai,Mobile,14.66,11,AI/ML,Premium,3,0.12,3,4,5,1
5235,59,Other,Delhi,Tablet,29.9,1,Business,Basic,7,0,3,3,3,0
5236,47,Male,Hyderabad,Tablet,5.55,5,Data Science,Premium,25,0.02,8,2,3,0
5237,48,Other,Hyderabad,Tablet,21.56,5,AI/ML,Premium,55,1,8,4,3,0
5238,52,Other,Hyderabad,Mobile,19.93,12,AI/ML,Free,38,0.45,5,2,5,0
5239,38,Male,Delhi,Desktop,26.3,5,AI/ML,Basic,19,0.73,4,0,5,0
5240,48,Female,Chennai,Mobile,3.68,13,Data Science,Free,17,0.74,0,1,4,0
5241,36,Male,Hyderabad,Tablet,9.13,11,Data Science,Premium,32,0.88,8,0,3,1
5242,48,Male,Chennai,Tablet,4.83,1,Business,Premium,58,0.1,5,2,5,1
5243,49,Other,Delhi,Desktop,28.06,12,Web Dev,Premium,17,0.53,8,3,4,0
5244,19,Other,Chennai,Tablet,13.37,6,Business,Free,33,0.32,1,2,1,0
5245,27,Female,Chennai,Desktop,27.39,11,AI/ML,Free,18,0.55,7,3,1,0
5246,19,Other,Hyderabad,Tablet,9.54,12,AI/ML,Premium,41,0.33,6,3,5,0
5247,19,Female,Bangalore,Tablet,4.66,6,Business,Basic,52,0.18,0,2,4,1
5248,41,Female,Mumbai,Mobile,9.6,5,Design,Basic,32,0.67,5,2,4,1
5249,34,Female,Delhi,Mobile,18.32,18,Web Dev,Basic,20,0.04,7,3,5,1
5250,49,Female,Delhi,Desktop,25.51,16,Data Science,Premium,6,0.9,9,2,2,0
5251,33,Other,Delhi,Mobile,12.18,13,Web Dev,Premium,59,0.15,9,4,1,1
5252,33,Male,Mumbai,Desktop,27.53,7,Design,Basic,13,0.62,0,3,1,1
5253,56,Male,Bangalore,Mobile,8.08,14,Business,Free,32,0.75,9,3,2,0
5254,48,Other,Chennai,Desktop,21.11,1,Business,Basic,3,0.07,2,2,1,0
5255,41,Other,Delhi,Tablet,22.34,12,AI/ML,Free,42,0.9,0,0,1,0
5256,18,Female,Chennai,Desktop,8.94,3,Business,Basic,1,0.36,3,4,1,0
5257,28,Other,Hyderabad,Mobile,1.78,18,Design,Premium,39,1,3,2,1,0
5258,38,Male,Hyderabad,Desktop,11.59,11,Business,Basic,49,0.07,5,1,3,1
5259,21,Other,Hyderabad,Mobile,2.31,7,Business,Free,30,0.72,5,4,5,1
5260,24,Other,Delhi,Tablet,27.12,10,Design,Free,48,0.16,1,1,2,0
5261,43,Female,Mumbai,Mobile,28.65,19,Data Science,Basic,45,0.4,6,4,1,0
5262,29,Female,Delhi,Tablet,22.33,13,Web Dev,Premium,29,0.44,6,3,3,0
5263,48,Female,Hyderabad,Tablet,22.07,14,Business,Premium,49,0.41,5,4,5,0
5264,34,Female,Hyderabad,Mobile,7.99,15,Web Dev,Free,9,0.34,8,2,2,0
5265,50,Male,Delhi,Tablet,3.14,6,Web Dev,Premium,51,0.77,3,1,1,0
5266,28,Other,Mumbai,Mobile,24.26,7,AI/ML,Basic,20,0.82,7,0,1,0
5267,45,Other,Mumbai,Desktop,17.22,13,Data Science,Free,49,0.34,1,1,1,0
5268,49,Female,Chennai,Tablet,20.77,16,Web Dev,Free,51,0.48,9,3,4,0
5269,18,Male,Bangalore,Desktop,23.61,15,AI/ML,Basic,22,0.42,3,3,3,0
5270,45,Male,Hyderabad,Desktop,12.87,18,Design,Basic,36,0.59,6,0,5,1
5271,59,Other,Mumbai,Mobile,5.19,3,Design,Basic,7,0.15,6,4,2,1
5272,24,Female,Hyderabad,Mobile,24.06,16,Design,Premium,9,0.81,3,4,2,1
5273,19,Other,Bangalore,Tablet,14.16,1,Design,Premium,24,0.8,8,3,3,0
5274,59,Other,Hyderabad,Mobile,24.98,1,Design,Premium,32,0.59,1,0,3,1
5275,41,Male,Mumbai,Desktop,13.69,19,AI/ML,Basic,16,0.75,5,3,1,0
5276,21,Male,Chennai,Desktop,7.29,6,Data Science,Premium,50,0.99,2,1,2,0
5277,36,Other,Delhi,Desktop,5.96,11,Data Science,Premium,23,0.92,1,4,1,0
5278,43,Female,Delhi,Tablet,22.57,7,AI/ML,Basic,48,0.61,0,1,3,0
5279,28,Female,Mumbai,Mobile,17.67,3,AI/ML,Basic,41,0.51,9,1,3,1
5280,57,Other,Mumbai,Desktop,12.73,6,Business,Basic,49,0.53,7,2,3,0
5281,28,Other,Bangalore,Tablet,15.27,1,Web Dev,Free,29,0.47,1,4,5,1
5282,20,Female,Hyderabad,Mobile,16.94,8,Design,Basic,0,0.48,3,3,5,0
5283,29,Female,Bangalore,Mobile,7.94,14,Web Dev,Basic,16,0.73,2,3,1,0
5284,20,Female,Delhi,Desktop,11.97,4,Business,Premium,27,0.99,7,1,3,0
5285,59,Other,Hyderabad,Tablet,9.48,4,Data Science,Free,12,0.05,6,0,1,0
5286,44,Male,Bangalore,Desktop,12.26,16,Design,Premium,56,0.23,3,2,1,0
5287,19,Female,Delhi,Desktop,15.52,11,Data Science,Free,59,0.21,5,2,5,0
5288,33,Female,Hyderabad,Tablet,6.03,7,AI/ML,Basic,9,0.83,4,1,4,0
5289,19,Female,Chennai,Desktop,12.41,1,Web Dev,Free,0,0.42,1,2,5,0
5290,47,Other,Chennai,Tablet,12.18,9,Data Science,Basic,19,0.53,6,2,1,0
5291,37,Male,Bangalore,Tablet,9.29,6,Business,Free,6,0.47,8,1,5,0
5292,55,Male,Mumbai,Desktop,29.96,13,Data Science,Premium,59,0.85,7,3,3,1
5293,45,Female,Hyderabad,Desktop,3.14,12,Design,Free,31,0.5,6,1,3,1
5294,42,Other,Bangalore,Mobile,19.65,19,Design,Free,20,0.67,5,1,2,0
5295,49,Male,Mumbai,Mobile,6.06,17,Web Dev,Basic,25,0.02,1,4,4,0
5296,27,Other,Mumbai,Tablet,25.35,1,AI/ML,Premium,44,0.65,5,3,5,0
5297,59,Male,Hyderabad,Tablet,27.51,9,Design,Premium,52,0.24,0,1,4,0
5298,57,Female,Hyderabad,Tablet,12.64,8,Business,Basic,6,0.87,5,4,2,0
5299,50,Other,Mumbai,Mobile,24.88,2,Web Dev,Basic,37,0.75,6,2,3,1
5300,30,Female,Delhi,Desktop,8.25,18,Design,Premium,53,0.11,3,0,1,0
5301,58,Male,Bangalore,Desktop,5.06,4,Business,Free,44,0.1,9,3,5,1
5302,59,Male,Hyderabad,Mobile,10.16,1,Data Science,Premium,39,0.29,6,4,3,1
5303,54,Female,Mumbai,Desktop,10.91,12,Business,Premium,47,0.13,8,3,2,0
5304,33,Male,Delhi,Desktop,12.52,16,Web Dev,Premium,57,0.74,0,4,1,1
5305,39,Female,Chennai,Desktop,11.82,18,Design,Basic,40,0.99,3,2,3,0
5306,37,Female,Mumbai,Mobile,12.92,5,AI/ML,Basic,44,0.66,9,2,3,0
5307,44,Female,Delhi,Tablet,21.59,16,AI/ML,Free,26,0.25,3,0,3,0
5308,58,Male,Chennai,Desktop,8.12,9,Business,Free,33,0.56,3,2,5,1
5309,33,Other,Delhi,Desktop,1.54,9,Business,Premium,11,0.81,0,2,5,0
5310,51,Female,Hyderabad,Tablet,15.2,2,Business,Basic,11,0.96,6,0,1,0
5311,49,Other,Mumbai,Desktop,14,14,Design,Premium,57,0.01,7,3,5,0
5312,43,Male,Chennai,Desktop,2.74,11,AI/ML,Basic,14,0.52,6,2,2,0
5313,42,Male,Delhi,Tablet,4.88,2,AI/ML,Premium,19,0.45,1,3,1,1
5314,19,Other,Chennai,Mobile,15.79,16,Web Dev,Free,9,0.41,3,0,3,0
5315,29,Female,Bangalore,Mobile,7.81,19,Web Dev,Premium,56,0.5,1,1,2,0
5316,57,Male,Mumbai,Desktop,26.45,13,Data Science,Basic,45,0.4,6,2,3,0
5317,26,Female,Hyderabad,Desktop,6.03,17,Design,Basic,25,0.34,3,3,1,0
5318,29,Female,Chennai,Tablet,1.58,1,Business,Premium,16,0.11,6,4,3,0
5319,43,Other,Delhi,Tablet,13.98,19,Web Dev,Free,9,0.5,5,4,4,0
5320,26,Male,Chennai,Desktop,29.6,16,Data Science,Premium,55,0.82,9,1,2,0
5321,27,Other,Delhi,Desktop,19.38,13,Data Science,Premium,10,0.1,9,2,1,0
5322,49,Male,Chennai,Mobile,11.27,19,AI/ML,Basic,16,0.74,2,2,1,0
5323,51,Other,Hyderabad,Mobile,1.49,3,Design,Basic,10,0.27,8,2,3,1
5324,37,Male,Hyderabad,Mobile,15.06,3,Design,Free,14,0.38,7,4,3,0
5325,56,Male,Mumbai,Mobile,6.99,1,Business,Premium,3,0.99,6,1,2,0
5326,19,Male,Hyderabad,Tablet,19.78,3,Design,Free,24,0.68,2,4,5,1
5327,18,Female,Chennai,Mobile,17.91,16,Business,Premium,35,0.72,4,2,2,1
5328,53,Female,Chennai,Mobile,8.69,8,Design,Free,52,0.6,7,1,4,0
